video_id,title,filename,pub_date,assemblyai_transcript_id
RYiNlEjJK5w,On Pain Jonas 5 09 04 24,2024-09-04-on-pain-jonas-5-09-04-24.md,2024-09-04,c7b505e3-caf0-4837-abba-9919a74c7588
mDYRveD-YV0,Gratitude and Relaxation Patrik 2 09 06 24,2024-09-06-gratitude-and-relaxation-patrik-2-09-06-24.md,2024-09-06,9dd9ba06-2c44-4c12-8651-7edb04b70dd5
xSQw6ZMNUQA,Dark Night of the Soul? You Can Change That The Sangha US 132 09 07 24,2024-09-07-dark-night-of-the-soul--you-can-change-that-the-sangha-us-132-09-07-24.md,2024-09-07,c1312db1-34f5-495c-a5f6-4c758e747b87
3KOkvdVm40I,Don't Have to Wait for Others to Be Enlightened The Sangha UK 248 09 08 24,2024-09-08-don-t-have-to-wait-for-others-to-be-enlightened-the-sangha-uk-248-09-08-24.md,2024-09-08,a62eee39-4b17-4f8f-9a71-132497351bf2
SufyqO8-U3A,This Place That You're At Is Home Phra Daniel 15 09 08 24,2024-09-08-this-place-that-you-re-at-is-home-phra-daniel-15-09-08-24.md,2024-09-08,f9ee3730-d1d3-4677-9044-3a1fb7151ba7
rXzjuoJt4oY,Back as a Monk in Si Sa Ket Phra Erik Z 13 09 11 24,2024-09-11-back-as-a-monk-in-si-sa-ket-phra-erik-z-13-09-11-24.md,2024-09-11,e124120e-d8a9-4ace-8553-bf96f284d0be
LS3fIbrSpr4,Stop Being Dissatisfied Dukkha Sukkha Satisfaction,2024-09-11-stop-being-dissatisfied-dukkha-sukkha-satisfaction.md,2024-09-11,
ypqQtzYPRus,Boredom and Impatience Dhamma Dasa The Sangha UK 249 09 12 24,2024-09-12-boredom-and-impatience-dhamma-dasa-the-sangha-uk-249-09-12-24.md,2024-09-12,9ded73db-e48f-4950-8b3e-74e20cb1742d
H9_gbrbFdkw,Spiritual Friendship The Sangha US 133 09 14 24,2024-09-14-spiritual-friendship-the-sangha-us-133-09-14-24.md,2024-09-14,4df1a6bf-4b0f-4ebe-8345-a311a226b6b6
e4Zc4JbhNYQ,Fetters Phra Daniel 16 09 15 24,2024-09-15-fetters-phra-daniel-16-09-15-24.md,2024-09-15,2e291776-0c8d-41e7-8d80-6540de721377
jYO6rFynN1Y,Wanting Things We Don't Have The Sangha UK 250 09 15 24,2024-09-15-wanting-things-we-don-t-have-the-sangha-uk-250-09-15-24.md,2024-09-15,
vYLTbpHZTOk,Can Be Happy NOW! Yhunjure 1 09 18 24,2024-09-18-can-be-happy-now--yhunjure-1-09-18-24.md,2024-09-18,26ae96fe-bb77-40a3-9188-74b87f19ed86
zwqlbGkGjl4,Relationships Dhamma Dasa The Sangha UK 251 09 19 24,2024-09-19-relationships-dhamma-dasa-the-sangha-uk-251-09-19-24.md,2024-09-19,8683f3cc-bf72-43da-98a6-82356507016d
CHdRxVQFudk,How To Practice The Eightfold Noble Method Eli 1 09 20 24,2024-09-20-how-to-practice-the-eightfold-noble-method-eli-1-09-20-24.md,2024-09-20,cee76c9e-0d17-4bd9-867d-e7754f8417ea
VtavS6L6PwE,Right Noble Attitude Ben 1 09 20 24,2024-09-20-right-noble-attitude-ben-1-09-20-24.md,2024-09-20,28792ff8-a126-46bb-9ff6-e28fdb789f34
GhVnW0bLX8c,Staying at a Vihara in Sri Lanka Ana O 1 09 21 24,2024-09-21-staying-at-a-vihara-in-sri-lanka-ana-o-1-09-21-24.md,2024-09-21,26ba32ef-b91b-4c53-b728-413232a9cc64
tnBWsat5gEY,The Sangha US 134 09 21 24,2024-09-21-the-sangha-us-134-09-21-24.md,2024-09-21,
cTMu3xToyns,The Sangha UK 252 09 22 24,2024-09-22-the-sangha-uk-252-09-22-24.md,2024-09-22,
qXOs0crbheY,I See You Fear Agnes 09 23 24,2024-09-23-i-see-you-fear-agnes-09-23-24.md,2024-09-23,
l4plhWy7lhI,Matthew 1 09 23 24,2024-09-23-matthew-1-09-23-24.md,2024-09-23,
ptQ0ld5iV1c,Doorway to the Dhamma Dhamma Dasa The Sangha UK 253 09 26 24,2024-09-26-doorway-to-the-dhamma-dhamma-dasa-the-sangha-uk-253-09-26-24.md,2024-09-26,acda8f83-ddd9-41e5-87aa-0e7ecc1d8e72
vpi2kSNsXUA,On Basics Ben 2 09 27 24,2024-09-27-on-basics-ben-2-09-27-24.md,2024-09-27,
aGifiZz1-Z8,The Sangha US 135 09 28 24,2024-09-28-the-sangha-us-135-09-28-24.md,2024-09-28,
G9Cuduahyb4,Simple Practice Matthew 2 09 29 24,2024-09-29-simple-practice-matthew-2-09-29-24.md,2024-09-29,
XKok-nR1aUM,The Sangha UK 254 09 29 24,2024-09-29-the-sangha-uk-254-09-29-24.md,2024-09-29,
Bd8UeMZUUWA,Balance Between Seclusion and Sangha Phra Cathal 10 01 24,2024-10-01-balance-between-seclusion-and-sangha-phra-cathal-10-01-24.md,2024-10-01,
HBzUn6VQc_w,Tathata Now Ivan 13 10 03 24,2024-10-03-tathata-now-ivan-13-10-03-24.md,2024-10-03,02b76982-ccb4-4986-9a86-1221966e8351
eI7W63i-bss,There's Nothing Here Worth Chasing Dhamma Dasa The Sangha UK 255 10 03 24,2024-10-03-there-s-nothing-here-worth-chasing-dhamma-dasa-the-sangha-uk-255-10-03-24.md,2024-10-03,77674bab-a18d-4696-b3ea-115a27ea09f8
uRhRvGIxNHk,Are Attachments Unwholesome? The Sangha US 136 10 05 24,2024-10-05-are-attachments-unwholesome--the-sangha-us-136-10-05-24.md,2024-10-05,a42f3651-ea8c-4285-9165-f764d44be66f
__yklGF_vXQ,The Fruit is Right Here Mikey The Sangha UK 256 10 06 24,2024-10-06-the-fruit-is-right-here-mikey-the-sangha-uk-256-10-06-24.md,2024-10-06,5a6f7a52-3733-405e-b88f-163c90a410d6
D3cPFOfLjpQ,Refuge Dhamma Dasa The Sangha UK 257 10 10 24,2024-10-10-refuge-dhamma-dasa-the-sangha-uk-257-10-10-24.md,2024-10-10,b53985db-39f1-4fdc-84ee-2ceeb5ebebcd
-5KovHkP770,Effortless Attitude Mikey The Sangha US 137 10 12 24,2024-10-12-effortless-attitude-mikey-the-sangha-us-137-10-12-24.md,2024-10-12,27470f55-e272-489b-9151-f4127d679ff4
_pcFnbwWxh0,Two Kinds of Language The Sangha UK 258 10 13 24,2024-10-13-two-kinds-of-language-the-sangha-uk-258-10-13-24.md,2024-10-13,
wlyGyHnTJ3E,We Don't Know and It's Okay Dhamma Dasa The Sangha UK 259 10 17 24,2024-10-17-we-don-t-know-and-it-s-okay-dhamma-dasa-the-sangha-uk-259-10-17-24.md,2024-10-17,af6c1977-e4ef-44ff-addd-cac57519862a
Cmjg2t73RyA,Look at What You're Doing The Sangha US 138 10 19 24,2024-10-19-look-at-what-you-re-doing-the-sangha-us-138-10-19-24.md,2024-10-19,92dcf3c3-8922-40b3-b7e2-9a8a14729cf1
WbA8OT8Q1nw,Rebirth and Reincarnation The Sangha UK 260 10 20 24,2024-10-20-rebirth-and-reincarnation-the-sangha-uk-260-10-20-24.md,2024-10-20,cf072667-4962-48c6-964b-04ea997eaa38
q8ip_2R31wo,We're Just a Breathing and Relaxing Club Dhamma Dasa The Sangha UK 261 10 24 24,2024-10-24-we-re-just-a-breathing-and-relaxing-club-dhamma-dasa-the-sangha-uk-261-10-24-24.md,2024-10-24,d4ae6d57-e210-4950-b31e-6b84fdd2d580
LmOAPXUBBjc,Fear and Dread The Sangha US 139 10 26 24,2024-10-26-fear-and-dread-the-sangha-us-139-10-26-24.md,2024-10-26,e4ba539e-e78f-467e-a1be-38157264e15d
DlBmOpgonPU,Nurture the Body The Sangha UK 262 10 27 24,2024-10-27-nurture-the-body-the-sangha-uk-262-10-27-24.md,2024-10-27,9ce52646-4354-4039-87e7-952026b72a57
qhat3Ht6Q3A,What About Higher Jhanas? Dhamma Dasa The Sangha UK 263 10 31 24,2024-10-31-what-about-higher-jhanas--dhamma-dasa-the-sangha-uk-263-10-31-24.md,2024-10-31,501fcbbb-d23b-49f9-87ce-8e6b320984bd
BrIurBZAJhE,Just This Breath Phra Cathal The Sangha US 140 11 02 24,2024-11-02-just-this-breath-phra-cathal-the-sangha-us-140-11-02-24.md,2024-11-02,86b5d059-524c-45fe-9805-0ff7081e3159
yC-FOLp_LPM,We Create The Barriers Dhamma Dasa The Sangha UK 265 11 07 24,2024-11-07-we-create-the-barriers-dhamma-dasa-the-sangha-uk-265-11-07-24.md,2024-11-07,3203e537-97f5-4d1f-b3d7-058e395a1d14
AoW0xRNSFcw,How to Clean Up Politics The Sangha US 141 11 09 24,2024-11-09-how-to-clean-up-politics-the-sangha-us-141-11-09-24.md,2024-11-09,e97b7870-102b-4e2a-8696-3bee0cca7b06
in4zkp46RWI,"Kindness, Friendship and Tribalism The Sangha UK 266 11 10 24",2024-11-10-kindness--friendship-and-tribalism-the-sangha-uk-266-11-10-24.md,2024-11-10,0333650a-311e-40f2-92ef-6287c097515e
EK8acJiKa6s,Wholesome Community and Friendships The Sangha UK 267 11 14 24,2024-11-14-wholesome-community-and-friendships-the-sangha-uk-267-11-14-24.md,2024-11-14,f85665cc-dc04-40ea-adff-7caa0c7a9aaf
vcoTupeAyKA,Off to Goenka Retreat Dylan K 6 11 15 2024,2024-11-15-off-to-goenka-retreat-dylan-k-6-11-15-2024.md,2024-11-15,652f1adc-bc31-4644-b563-400fc151235e
OpH61Vdm84w,Cutting Open Thoughts: Diagnosing Dukkha The Sangha US 142 11 16 24,2024-11-16-cutting-open-thoughts--diagnosing-dukkha-the-sangha-us-142-11-16-24.md,2024-11-16,82ead9d4-8104-4570-a4ce-193526a17f3e
Tm_6-uaMG-s,Ten Fetter Model The Sangha UK 268 11 17 24,2024-11-17-ten-fetter-model-the-sangha-uk-268-11-17-24.md,2024-11-17,
lhfhbCahBX8,Practice Safe Thoughts to Feel Safe Karwan 1 11 18 24,2024-11-18-practice-safe-thoughts-to-feel-safe-karwan-1-11-18-24.md,2024-11-18,2b05db3a-b66e-45cd-a960-16e63a893984
DGpBDPooXnA,Parables and Metaphors to Teach Dhamma Ivan 14 11 19 24,2024-11-19-parables-and-metaphors-to-teach-dhamma-ivan-14-11-19-24.md,2024-11-19,c3ca5525-4c1b-467f-b7eb-65a766d9d94b
UfapikvfMwE,Stop Questioning and Be Happy Anjuna 6 11 20 24,2024-11-20-stop-questioning-and-be-happy-anjuna-6-11-20-24.md,2024-11-20,489bb6e8-2133-40f6-91af-b6bdfb91b06f
vREvfSZ3ZyI,Work Expectations & Practice Dhamma Dasa The Sangha UK 269 11 21 24,2024-11-21-work-expectations---practice-dhamma-dasa-the-sangha-uk-269-11-21-24.md,2024-11-21,86ed0654-372f-4efa-9c9a-6816fb6c696a
9Jr5fgLUlrg,Practice Nurturing for those Heavy Triggers Anna S 11 23 24,2024-11-23-practice-nurturing-for-those-heavy-triggers-anna-s-11-23-24.md,2024-11-23,
TqFjGKzweT4,The Sangha US 143 11 23 24,2024-11-23-the-sangha-us-143-11-23-24.md,2024-11-23,
pqMtlHTEeS0,Sleeping Well The Sangha UK 270 11 24 24,2024-11-24-sleeping-well-the-sangha-uk-270-11-24-24.md,2024-11-24,b171a71c-6a5b-4f5b-ad32-8924e1729c16
3cznqrSBjWc,Practice Often Pooja 1 11 25 24,2024-11-25-practice-often-pooja-1-11-25-24.md,2024-11-25,918c45e4-6fe8-4c71-932e-3231a0dd6575
MUF16xXH1hg,"Neither Bad Nor Good, But Thinking Makes It So Dhamma Dasa The Sangha UK 271 11 28 24",2024-11-28-neither-bad-nor-good--but-thinking-makes-it-so-dhamma-dasa-the-sangha-uk-271-11-28-24.md,2024-11-28,b059738e-e822-4322-9f08-cb9ec3ba2780
_l0ge3je0xo,Practice Luke 1 11 28 24,2024-11-28-practice-luke-1-11-28-24.md,2024-11-28,
IQ9lM4K8sxo,Welcome Back Pietro 9 11 28 24,2024-11-28-welcome-back-pietro-9-11-28-24.md,2024-11-28,51eacf1d-b01e-4a5c-9533-5f2a999bdcb9
zW5Ji0RQrrs,The Sangha US 144 11 30 24,2024-11-30-the-sangha-us-144-11-30-24.md,2024-11-30,
m0jNJtbS5Mg,Finding Freedom From Religion The Sangha UK 272 12 01 24,2024-12-01-finding-freedom-from-religion-the-sangha-uk-272-12-01-24.md,2024-12-01,57cd081a-5b89-478a-8808-dd96fcaedc67
OrbXuReyAcY,Buddha Dhamma Sangha The Sangha UK 264,2024-12-03-buddha-dhamma-sangha-the-sangha-uk-264.md,2024-12-03,8a926a4f-2db7-418c-ae20-4d7391f424be
wRTTX-3PPNM,Selfishness & Craving Dhamma Dasa The Sangha UK 273 12 05 24,2024-12-05-selfishness---craving-dhamma-dasa-the-sangha-uk-273-12-05-24.md,2024-12-05,bfe92394-caf8-44f2-ac63-e5c78335d84e
K3PQGKNwfdU,On Feelings of Loss and Betrayal Nick S 1 12 06 24,2024-12-06-on-feelings-of-loss-and-betrayal-nick-s-1-12-06-24.md,2024-12-06,
0cvsRhn1d2k,The Sangha US 145 12 07 24,2024-12-07-the-sangha-us-145-12-07-24.md,2024-12-07,
aQzYXUsRy3w,Handful of Leaves - What the Buddha Taught,2024-12-08-handful-of-leaves---what-the-buddha-taught.md,2024-12-08,45b56468-4948-42eb-bde4-a408a0309bb4
uXCML7wwzA4,The Sangha UK 274 12 08 24,2024-12-08-the-sangha-uk-274-12-08-24.md,2024-12-08,
o8SST7jFTgk,On Seeking External Validation Dhamma Dasa The Sangha UK 275 12 12 24,2024-12-12-on-seeking-external-validation-dhamma-dasa-the-sangha-uk-275-12-12-24.md,2024-12-12,31a5eec6-b5e2-487e-834d-47f3a518000b
2Kh_gBSLbi4,The Sangha US 146 12 14 24,2024-12-14-the-sangha-us-146-12-14-24.md,2024-12-14,
SPELQyx_VUs,The Sangha UK 276 12 15 24,2024-12-15-the-sangha-uk-276-12-15-24.md,2024-12-15,
0UPdFuVe00s,Be Here Now Ivan 15 12 16 24,2024-12-16-be-here-now-ivan-15-12-16-24.md,2024-12-16,
wpd2Qmre_K8,Michael The Sangha UK 277 12 19 24,2024-12-19-michael-the-sangha-uk-277-12-19-24.md,2024-12-19,
7h9dz6dpKsY,The Sangha US 147 12 21 24,2024-12-21-the-sangha-us-147-12-21-24.md,2024-12-21,
soDlcnBO1jM,Stuck and Free Rachel 1 12 22 24,2024-12-22-stuck-and-free-rachel-1-12-22-24.md,2024-12-22,9e291c14-455d-4b2f-a521-9cd38a9e35d5
pWS28K6pODI,The Sangha UK 278 12 22 24,2024-12-22-the-sangha-uk-278-12-22-24.md,2024-12-22,
47efNQXprgo,The Sangha US 148 12 28 24,2024-12-28-the-sangha-us-148-12-28-24.md,2024-12-28,
k8OH4k1Ezt8,The Sangha UK 279 12 29 24,2024-12-29-the-sangha-uk-279-12-29-24.md,2024-12-29,
k8OH4k1Ezt8,The Sangha UK 279 12 29 24,2024-12-29-the-sangha-uk-279-12-29-24_corrected.md,2024-12-29,
Be-qjP5jXwY,Guided Practice: Short Breathing,2025-01-02-guided-practice--short-breathing.md,2025-01-02,d07253e5-5c73-4449-9832-465eabfc1701
WVo-qLLpYxE,The Inner Compass Dhamma Dasa The Sangha UK 280 01 02 25,2025-01-02-the-inner-compass-dhamma-dasa-the-sangha-uk-280-01-02-25.md,2025-01-02,e7dbfcd8-c362-42d3-81d6-1388514916ba
ReZZRfgT5pE,Sexuality and Monastical Boundaries The Sangha US 149 01 04 25,2025-01-04-sexuality-and-monastical-boundaries-the-sangha-us-149-01-04-25.md,2025-01-04,a4761272-f4d9-4a4d-9aab-241ff76e082c
rrmQf9A75yY,Doubt as a Hindrance The Sangha UK 281 01 05 25,2025-01-05-doubt-as-a-hindrance-the-sangha-uk-281-01-05-25.md,2025-01-05,678dbf3c-f986-4619-9965-807bea44662a
XdD24FLLtg4,How To Do Therapy EC 1 01 08 25,2025-01-08-how-to-do-therapy-ec-1-01-08-25.md,2025-01-08,deb88de1-ba5c-4a54-a855-46da077036fe
BDSjvWBx1t4,Seven Factors of Enlightenment & Preventive Maintenance The Sangha US 150 01 11 25,2025-01-11-seven-factors-of-enlightenment---preventive-maintenance-the-sangha-us-150-01-11-25.md,2025-01-11,a7d65094-fce1-4759-8cf0-58aaa7f7e196
INF5ZSKY7fQ,From Ignorance to Deliverance: Paticca Samuppada The Sangha UK 282 01 12 25,2025-01-12-from-ignorance-to-deliverance--paticca-samuppada-the-sangha-uk-282-01-12-25.md,2025-01-12,cfdf3641-81c8-41f8-a923-af6f99c6294d
hDI3MfG5HYY,"Set It Down, Carry No More Ivan 15 01 15 25",2025-01-15-set-it-down--carry-no-more-ivan-15-01-15-25.md,2025-01-15,f1b833ef-3e49-4660-b499-6fb4b4199b08
4DFVbT95SlM,Be Still and Let It Pass Dhamma Dasa The Sangha UK 283 01 16 25,2025-01-16-be-still-and-let-it-pass-dhamma-dasa-the-sangha-uk-283-01-16-25.md,2025-01-16,22113b8a-7c1b-4be3-9324-490efde9e08b
C1YHtvqvc-o,Spiritual Friends & Seclusion The Sangha US 151 01 18 25,2025-01-18-spiritual-friends---seclusion-the-sangha-us-151-01-18-25.md,2025-01-18,13ca8f8c-bfcc-4045-a19b-106db5d7fdcd
ZW5C76GOlB8,Noble Right View: Beyond Duality The Sangha UK 284 01 19 25,2025-01-19-noble-right-view--beyond-duality-the-sangha-uk-284-01-19-25.md,2025-01-19,42ac16e0-8721-4a91-a70a-003e927b675e
bsSMJwMcmvQ,Simplicity VS Greed Dhamma Dasa The Sangha UK 285 01 23 25,2025-01-23-simplicity-vs-greed-dhamma-dasa-the-sangha-uk-285-01-23-25.md,2025-01-23,e1cb6260-6b8d-4272-909c-4dd4832bb836
jmgeRdxDXM4,Be Your Own Best Friend Deirdre 1 01 24 25,2025-01-24-be-your-own-best-friend-deirdre-1-01-24-25.md,2025-01-24,67154183-add4-4bf4-896d-a1d5d340226a
zgnHSiiwIMg,Retiring From Unwholesome Thought The Sangha US 152 01 25 25,2025-01-25-retiring-from-unwholesome-thought-the-sangha-us-152-01-25-25.md,2025-01-25,594e556c-8e8e-4bd2-99be-f4bb2fa2fecd
JZO-5DWQpjE,Vipassana and the Hindrances The Sangha UK 286 01 26 25,2025-01-26-vipassana-and-the-hindrances-the-sangha-uk-286-01-26-25.md,2025-01-26,81b22411-7dde-4f9c-a733-e35a77d6da70
2YnQamryzII,This Too Is Ok Dhamma Dasa The Sangha UK 287 01 30 25,2025-01-30-this-too-is-ok-dhamma-dasa-the-sangha-uk-287-01-30-25.md,2025-01-30,4fbbbaff-9a5d-4522-b8cd-31f16018c815
PTMz7-qw-nE,Dealing with and Disengaging from Society The Sangha US 153 02 01 25,2025-02-01-dealing-with-and-disengaging-from-society-the-sangha-us-153-02-01-25.md,2025-02-01,61752e30-48d1-40a8-a5a8-e8da28b4a728
mW5qI6W4llQ,"The Citta, The Brain and the Jhanas The Sangha UK 288 02 02 25",2025-02-02-the-citta--the-brain-and-the-jhanas-the-sangha-uk-288-02-02-25.md,2025-02-02,1aa3e59d-3646-48a9-8b90-1e83aff249dc
A6mZCS2bh5o,See The Doubt Ivan 16 02 04 25,2025-02-04-see-the-doubt-ivan-16-02-04-25.md,2025-02-04,8d79ac09-5c9b-4413-b10c-dd897f67caa2
URcBMv3uiFA,"Life Scripts, Phobias and your Choice The Sangha US 154 02 08 25",2025-02-08-life-scripts--phobias-and-your-choice-the-sangha-us-154-02-08-25.md,2025-02-08,3d29d865-487b-47dc-ada4-ae5f924eb029
ILC6urZ-Oo4,"Attainments, Confidence and Anger The Sangha UK 289 02 09 25",2025-02-09-attainments--confidence-and-anger-the-sangha-uk-289-02-09-25.md,2025-02-09,a2014413-11e6-46b1-8969-da0c66649e3a
ql2IFrCu5oA,See the Rebellion Gerry 24 02 10 25,2025-02-10-see-the-rebellion-gerry-24-02-10-25.md,2025-02-10,5f0d3be7-9575-4bad-91b0-6a0e9148ad57
ldEVe0tr0vs,Silence Dhamma Dasa The Sangha UK 290 02 13 25,2025-02-13-silence-dhamma-dasa-the-sangha-uk-290-02-13-25.md,2025-02-13,62b47d49-1c1d-483f-83ff-16e48bd8f991
49cq4gJC7Tk,Middle of the Lake The Sangha US 155 02 15 25,2025-02-15-middle-of-the-lake-the-sangha-us-155-02-15-25.md,2025-02-15,f20fe124-6e09-4134-bb5a-310b7f0b558c
_IKXuvZ94YQ,Sequences of the Path and Distractions The Sangha UK 291 02 16 25,2025-02-16-sequences-of-the-path-and-distractions-the-sangha-uk-291-02-16-25.md,2025-02-16,87aac53d-b114-4ead-a34a-bdce80f4b68d
HEf4sWR40so,Not Liking is Delusional The Sangha US 156 02 22 25,2025-02-22-not-liking-is-delusional-the-sangha-us-156-02-22-25.md,2025-02-22,2fce2a7a-5d46-4aaf-b9d7-f731fde16207
GGwhncnT-5s,Dhamma Mirrored in Other Faiths The Sangha UK 292 02 23 25,2025-02-23-dhamma-mirrored-in-other-faiths-the-sangha-uk-292-02-23-25.md,2025-02-23,bb1df754-117e-4741-97b0-39d19e48717d
M3-P1thxD4A,Our Filter of Reality The Sangha US 157 03 01 25,2025-03-01-our-filter-of-reality-the-sangha-us-157-03-01-25.md,2025-03-01,0e789301-27f6-49e7-beaa-d365af6b5030
pFWUaJZx_5Y,Becoming a Monk or Staying a Householder The Sangha UK 293 03 02 25,2025-03-02-becoming-a-monk-or-staying-a-householder-the-sangha-uk-293-03-02-25.md,2025-03-02,3f280f10-d03d-4fda-9e24-dde422bb297f
2eceJu3ez7g,Fear and the News The Sangha US 158 03 08 25,2025-03-08-fear-and-the-news-the-sangha-us-158-03-08-25.md,2025-03-08,5f355613-a5bf-4d6d-baa6-85823903e2e2
N-a3biJ0IZ4,The Sangha UK 294 03 09 25,2025-03-09-the-sangha-uk-294-03-09-25.md,2025-03-09,4519ced5-e4a7-4f00-81de-fe45c85cbaf1
Ysi7xUdVZGk,Dhamma Friends 03 10 2025,2025-03-10-dhamma-friends-03-10-2025.md,2025-03-10,72ccc217-4ba7-486c-a846-59204764b309
zyC5IIMxNlQ,Dhamma Dasa and Friends on Discord 03 12 25,2025-03-12-dhamma-dasa-and-friends-on-discord-03-12-25.md,2025-03-12,b1a9be32-7466-4133-b132-84e969946738
w5AGFSF9GM0,"Nothing to Fear, Nothing to Do The Sangha US 159 03 15 25",2025-03-15-nothing-to-fear--nothing-to-do-the-sangha-us-159-03-15-25.md,2025-03-15,ed87ded9-825a-4245-852f-de1c8d1dd77c
D3QdEjOWVtE,Gratitude The Sangha UK 295 03 16 25,2025-03-16-gratitude-the-sangha-uk-295-03-16-25.md,2025-03-16,cbc4aa8c-f72d-4f2f-89a1-eb3c5d516da4
gJ5MIhNBVDw,The Direct Path The Sangha US 160 03 22 25,2025-03-22-the-direct-path-the-sangha-us-160-03-22-25.md,2025-03-22,93392983-9ba0-4391-b821-6e6b068a7469
pgv-7eGmQHw,Recommendations for Laypeople The Sangha UK 296 03 23 25,2025-03-23-recommendations-for-laypeople-the-sangha-uk-296-03-23-25.md,2025-03-23,dd148b5e-017f-459c-a647-fad4baab6c2b
-3F-xed-x_U,The Sangha US 161 03 29 25,2025-03-29-the-sangha-us-161-03-29-25.md,2025-03-29,0396977a-2f77-4dd9-88eb-bc0577eca4f2
qtR-inN3lgs,From Vedana to Emotions and Self The Sangha UK 297 03 30 25,2025-03-30-from-vedana-to-emotions-and-self-the-sangha-uk-297-03-30-25.md,2025-03-30,670b58c0-5600-4561-a1ba-630a6b099f8e
jpfomkzhQBk,So What? Dhammadasa 04 03 2025,2025-04-03-so-what--dhammadasa-04-03-2025.md,2025-04-03,e7dfb427-4f00-4415-b47a-7965dfea2c63
Sdg8biUPyNg,Complaining The Sangha US 162 04 05 25,2025-04-05-complaining-the-sangha-us-162-04-05-25.md,2025-04-05,9ecce8da-d5cc-46bb-86ae-ffee25824c39
YV_kDviX-24,Putting It All Together The Sangha UK 298 04 06 25,2025-04-06-putting-it-all-together-the-sangha-uk-298-04-06-25.md,2025-04-06,376cdbb2-93b1-4259-9fad-ef1098e7a476
4kzxREo3ttk,Satipatthana and How to Make Decisions The Sangha US 163 04 12 25,2025-04-12-satipatthana-and-how-to-make-decisions-the-sangha-us-163-04-12-25.md,2025-04-12,5b4cd184-e0a3-4b2d-8444-ac69328bc109
mnj2a1c0ASc,Sambojjhanga The Sangha UK 299 04 13 25,2025-04-13-sambojjhanga-the-sangha-uk-299-04-13-25.md,2025-04-13,4e63ded2-2e31-425b-9cae-de82215c1b3a
4C9PaTzvH6g,How To Bake a Cake Dhammadasa 04 17 25,2025-04-17-how-to-bake-a-cake-dhammadasa-04-17-25.md,2025-04-17,6d5cfe59-b810-4193-be92-7dfbf8ccda4c
DFxmz2ZBj9c,Getting Into First Jhana Sangha US 164 04 19 25,2025-04-19-getting-into-first-jhana-sangha-us-164-04-19-25.md,2025-04-19,719dccef-f86d-41fd-9a80-586715d64164
DV8kGr2ztUU,Sati and The Great Forty Sangha UK 300 04 19 25,2025-04-19-sati-and-the-great-forty-sangha-uk-300-04-19-25.md,2025-04-19,c4609a43-d78b-4403-8279-4300ea4116f4
4cDlJz5uzgw,Changing Stories that the Mind Tells Sangha US 165 04 26 2025,2025-04-26-changing-stories-that-the-mind-tells-sangha-us-165-04-26-2025.md,2025-04-26,4d4b3af6-108e-4b27-b732-31db5826a795
iLv5m1Qa-4k,The Seven Factors of Awakening Sangha UK 301 04 27 2025,2025-04-27-the-seven-factors-of-awakening-sangha-uk-301-04-27-2025.md,2025-04-27,81189ad5-a051-4912-85ef-cd35c975b9a2
VH3kjxDDkcs,Start Practicing Right Now Guided Anapanasati Practice,2025-04-29-start-practicing-right-now-guided-anapanasati-practice.md,2025-04-29,04d591cb-f1c7-43f9-837d-63c4b6788ee8
te3StWFgh0E,Five Aggregates and Trust Sangha UK 302 05 03 25,2025-05-03-five-aggregates-and-trust-sangha-uk-302-05-03-25.md,2025-05-03,410265f0-37dc-483d-8162-d546e88b4ef2
HoWlgDjEL_8,Wise Reflections and Rebirth Sangha US 166 05 03 25,2025-05-03-wise-reflections-and-rebirth-sangha-us-166-05-03-25.md,2025-05-03,70321e23-85f5-46e3-8e8f-140c81733fc9
buoA72ETRrI,Work and Play Sangha US 167 05 10 25,2025-05-10-work-and-play-sangha-us-167-05-10-25.md,2025-05-10,2c614a50-cde9-408a-83fb-e691ec3b5563
a-jwLrY9qtE,On God and Animism Sangha UK 303 05 11 25,2025-05-11-on-god-and-animism-sangha-uk-303-05-11-25.md,2025-05-11,3348bd25-d56f-426a-9550-a4349152aaa3
tGZrl9IjIHA,No Need to Take Things Personally 05 15 2025,2025-05-15-no-need-to-take-things-personally-05-15-2025.md,2025-05-15,ace47bcc-af52-48fa-b8a7-a693a99a505a
416zv1HmPRY,How to be in Paradise Sangha US 168 05 17 2025,2025-05-17-how-to-be-in-paradise-sangha-us-168-05-17-2025.md,2025-05-17,4b96b603-0703-4704-9155-bae1916c9422
cesti4126wc,Happiness That Comes From Having No Hunger Sangha UK 304 05 18 2025,2025-05-18-happiness-that-comes-from-having-no-hunger-sangha-uk-304-05-18-2025.md,2025-05-18,c482b3d3-4714-4561-a65c-1e6788e75df4
0LpdajAnMwQ,Love and Friendship US Sangha 169 05 24 2025,2025-05-24-love-and-friendship-us-sangha-169-05-24-2025.md,2025-05-24,ae2178a2-0425-4b27-846c-3bf1125a0c13
4es4UNH2m4Q,Form and Sunata UK Sangha 305 05 25 2025,2025-05-25-form-and-sunata-uk-sangha-305-05-25-2025.md,2025-05-25,4f923587-101e-4013-bd93-bd1815562d36
gdplpxg7wr8,Gladdening the Mind and Magical Thinking US Sangha 170 05 31 2025,2025-05-31-gladdening-the-mind-and-magical-thinking-us-sangha-170-05-31-2025.md,2025-05-31,3cbafc54-12e6-45cf-959f-61172896dad4
